정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소1,참고URL주소2,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청시작일자,신청종료일자,정책특화요건코드
20250227005400210568,채용,마을청년활동가 운영,"00,2025년,휴게시간","청년을 위한 공익적 일자리 제공으로 마을에 대한 이해를 돕고, 마을에서 이뤄지는 다양한 사회참여를 통한 진로에 대한 새로운 방향 모색",일자리,취업,"
- 근로계약기간 : 2025년 3월 17일 ~ 2025년 12월 31일
- 월 보 수 : 2,702,370원(기본급, 4대보험 포함)
- 근로시간 : 주5일(월~금) 근무, 9:00~18:00(8시간)
- 휴게시간 : 주간 1시간(12:00 ~ 13:00)",자치행정과,,특정기간,특정기간,20250301,20251231,,"○ 원서교부 : 광주광역시 및 센터 홈페이지(양식 첨부)
- 광주광역시 홈페이지(https://www.gwangju.go.kr/) → 시험인사정보 → 우리시산하기관
- 광주광역시도시재생공동체센터 홈페이지(http://www.gurcc.or.kr/) → 센터소식 → 공지사항
○ 접수방법 : 메일접수(1개의 PDF 파일로 제출, 파일 제출시 파일명 ‘2025 마을청년활동가 지원_성함’)
○ 접 수 처 : jsh@gurcc.or.kr
○ 접수마감 : 2025. 2. 28. 17시까지 도착분(문의 ☎062-515-0847)
○ 기타사항 : 응시표에 기재된 희망 근무지는 참고자료로 활용되며, 채용과정에서 근무지는 조정될 수 있음","시험방법
1) 제1차 시험 : 서류전형
- 응시자격 요건 충족여부 심사(미충족시 불합격자로 결정)
- 응시자격 요건 충족 지원자의 자기소개서, 직무관련 경력(경험) 등을 심사하여 심사위원 점수 평균값이 60점 이상인 자를 합격자로 결정

2) 제2차 시험 : 면접시험(서류전형 합격자)
- 당해 직무수행에 필요한 능력 및 적격성 검정(블라인드 면접)
- 역할 인지도, 활동역량, 품성 및 발전가능성 등 업무추진 역량을 종합적으로 평가
- 심사위원 평정 성적의 최고점수와 최저점수를 제외한 나머지 점수를 산술평균한 값이 60점 이상인 자 중 최고 득점자를 최종합격자로 결정
※ 면접위원 제척․기피․회피 발생 시 점수 합산방법은 면접시험 당일 면접위원회에서 결정",http://gurcc.or.kr,"
- 응시원서 1부(별지 제1호 서식)
- 지원서 1부(별지 제2호 서식)
- 자기소개서 1부(별지 제3호 서식)
- 마을공동체 활동 경험 기술서 1부(별지 제5호 서식)
- 개인정보 수집 이용 제공 동의서(별지 제6호 서식)
- 채용예정분야 경력증명서 1부(해당자에 한함)
- 자격증 사본 1부(해당자에 한함)
- 기타 지원서에 기재된 내용과 관련된 증빙자료(해당자에 한함)",,,,N,19,39,제한없음,무관,,,,28,광주광역시,제한없음,제한없음,제한없음,20250224,20250228,제한없음
20250226005400110565,대출,청년주택드림청약통장,"인하,금리,000만원",무주택 청년의 주택구입과 자산형성을 지원,주거,주택 및 거주지,"□ 이자율: 최대 4.5%
□ 소득기준: 연 5,000만원(직전년도 신고소득이 있는 자 기준), 무주택자
□ 납입한도: 월 100만원
□ 납입금액의 40%까지 소득공제
□ 주택청약에 당첨된 경우 청년주택드림 대출 연계
  ㅇ 청년주택드림 청약통장 1년 이상 가입
  ㅇ 1,000만원 이상 납입
  ㅇ 당첨 시 분양가 80%까지 대출
  ㅇ 금리 최저 연 2.2%(만기, 소득별 차등) 최장 40년까지 지원(고정금리)
  ㅇ 6억 이하, 전용면적 85제곱미터 이하 주택
  ㅇ 생애주기별 금리 인하: 결혼 0.1%p 인하, 출산: 0.5%p 인하, 다자녀: 0.2%p 인하",국토교통부,국토교통부,상시,기타,,,상시,,,,,"□ 업무 취급 은행
○ 우리은행 : 1599-0800
○ KB 국민은행 : 1599-1771
○ IBK 기업은행 : 1566-2566
○ NHBank : 1588-2100
○ 신한은행 : 1599-8000
○ 하나은행 : 1599-1111
○ 대구은행 : 1566-5050
○ 부산은행 : 1800-1333
○ 경남은행 : 1600-8585",https://nhuf.molit.go.kr/FP/FP07/FP0701/FP07010301.jsp,https://www.korea.kr/news/policyNewsView.do?newsId=148926066,N,19,34,제한없음,연소득,,"□ 소득기준: 연 5,000만원(직전년도 신고소득이 있는 자 기준), 무주택자",,3960,전국,제한없음,제한없음,제한없음,,,제한없음
20250224005400210564,현금지급,"금천형 취업성공키트(자격시험 준비비, 면접 준비비, 문화비 지원)","준비비,문화힐링비,수강료","금천구 미취업 청년들에게 구직활동에 필요한 자격증 시험 응시료, 수강료 및 면접 준비비와 취업스트레스 완화를 위한 문화힐링비 지원",일자리,취업,"금천구 미취업 청년들에게 구직활동에 필요한 자격증 시험 응시료, 수강료 및 면접 준비비와 취업스트레스 완화를 위한 문화힐링비 지원
- 자격시험 준비비(응시료,수강료,교재비) : 최대 30만원, 계좌이체(현금) / 실비 환급
- 면접 준비비(헤어메이크업, 정장대여 등) : 최대 5만원 x 2회, 모바일 지역사랑상품권 / 실비 환급
- 문화힐링비(영화, 도서, OTT, 인터넷서점 등) : 최대 10만원, 모바일 지역사랑상품권 / 실비의 90% 환급",금천구,,상시,특정기간,20250305,20251130,,"금천구청 홈페이지 온라인 접수(geumcheon.go.kr), 제출서류 업로드
※ 구 홈페이지 > 분야별정보 > 복지/건강 > 아동청년 지원 > 청년정책 > 금천형 취업성공키트 사업 지원(신청)
",선정자에 한해 문자 발송,,"지원항목별 상이(홈페이지 공고문 참고)
※ 구 홈페이지 > 우리금천 > 금천소식 > 고시공고 > ""금천형 취업성공키트"" 검색 (서울특별시 금천구 공고 제2025-311호)","선착순 접수, 예산 소진 시 조기 마감",https://www.geumcheon.go.kr/portal/tblSeolGosiDetailView.do?key=294&notAncmtMgtNo=34641,,Y,19,39,제한없음,기타,(문화힐링비만 해당)기준중위소득 150% 미만 해당자,"- 취업 또는 사업자등록 사실이 없을 것
- 비용 지출일로부터 신청일까지 금천구에 계속 거주하여야 함",신청항목별 상이(공고문 참고),425,서울 금천구,제한없음,미취업자,제한없음,,,제한없음
20250221005400210536,커뮤니티,2025년 제11회 대구청년주간 개최,"제11회,개최,동성로","제11회 대구청년주간을 청년주도형으로 개최하여 청년과 시민이 함께 즐길 수 있는 청년주간 개최
- (일시/장소) '25.9~10월 중 / 동성로 일원(舊중앙파출소 ~ 舊대구백화점 앞 무대 ~ CGV대구한일)
- (사업내용) 개막식, 공연․문화행사, 교류행사, 부스운영 등",참여권리,정책인프라구축, ○ (기획부스) 부스운영지원 최대 100만원 종도,대구광역시,,특정기간,특정기간,20251018,20251019,,,,,,,,,N,19,39,제한없음,무관,,,,113,대구광역시,제한없음,제한없음,제한없음,20250901,20250930,제한없음
20250221005400210534,프로그램,청년도전지원사업 젊핑(대구시),"참여수당,이수인센티브,중기","구직단념청년등의 구직의욕 고취를 위한 맞춤형 프로그램 제공, 참여수당 지원",일자리,취업,"○ 단기 (5주)
 - 참여수당(50만원)
○ 중기 (15주)
 - 참여수당(150만원), 이수인센티브(20만원)
○ 장기 (25주)
 - 참여수당(250만원), 이수인센티브(20만원), 취업활동시(30만원)

 ※ 중기, 장기 과정 이수자 중 6개월 이내 취(창)업 + 3개월 근속시 50만원 추가 지원",고용노동부,,상시,기타,,,"단기: 10~11월 / 중기: 4~7월, 8~11월 / 장기: 3~9월","□ A유형
1.워크넷 청년도전지원사업 신청
  사이트 : 고용24 
※ 신청기관 대구광역시청년센터 선택

2. 청년센터에서 접수처리 후 프로그램 개별 안내
- 구직문답표 작성
- 개별 안내를 통한 프로그램 진행 일정 선택

□ B유형
1. 구글폼 청년도전지원사업 신청
  - 구글폼 주소 : 과정별 모집 공고 확인

2. 청년센터에서 자격요건 확인 후 개별 안내
- 구직문답표 작성
- 개별 안내를 통한 프로그램 진행 일정 선택",,,통장사본,"A유형
[구직단념청년]
(만 18~34세 청년) 6개월 이상 취(창)업·교육·직업훈련 참여 이력이 없고, 1차 상담 진행 시 상담원 문답표 21점 이상(만점 30점)인 청년
* 군 경력자는 복무기간에 비례하여 참여 제한 연령을 연동하여 적용(최고 만 39세로 한정)
* 대학교 이상 졸업 청년은 졸업일 이후 6개월 이상 취(창)업·교육·직업훈련 참여 이력이 없어야 참여 가능

B유형 
[지역 특화 청년] 아래 세가지 중 한가지 이상 해당자 
 1. 만 35세~39세 청년(6개월 이상 취(창)업 및 교육, 직업훈련 참여 이력이 없는 청년)
 2. 대구광역시청년센터가 운영하는 협의체 참여기관에서 청년도전지원사업 참여가 필요하다고 추천한 청년(추천서 등 증빙서류 제출)
 3. 6개월 이상 취(창)업·교육·직업훈련 참여 이력이 없는 생계형 아르바이트(주 30시간 미만) 활동 청년
[자립준비청년]
 - 아동복지시설 등*에서 보호받고 퇴소한 자 중 퇴소 5년 이내의 청년 또는 퇴소 대상자임에도 불구하고 퇴소일을 연장한 청년
 * 아동양육시설, 공동생활가정, 가정위탁, 아동보호치료시설, 자립지원시설 보호종료 확인서 제출하여 확인
[청소년 복지시설 입·퇴소 청년]
 - ｢청소년복지 지원법｣ 제31조에 따른 청소년복지시설*에서 6개월 이상(합산 불가능) 보호한 만 18~34세 청년
  * 청소년쉼터, 청소년자립지원관, 청소년회복지원시설 등
[북한 배경 청년]
 - 북한을 이탈한 자*로서 만 18~34세 청년
  * 북한이탈주민등록확인서(민원24 발급 가능)를 제출받아 확인

※ 신청 제외 대상
1. 6개월 이내 의무복무 예정자
2. 사이버대학교, 대학(원)생, 방송통신고등(대)학교 재학생(졸업예정자 및 휴학생 포함)
3. 고용보험법에 따른 구직급여를 받고 있거나 구직급여의 지급이 끝난 날부터 6개월이 지나지 않은 자
4. 국민취업제도에 참여하여 수혜 중인 자
5. 국가 또는 지자체의 유사 사업에 참여하여 수당*을 지원받은 지 6개월이 지나지 아니한 자(*월평균 50만원 이상 또는 총 300만원 이상)
6. 사업자등록으로 개업하여 매출에 상관없이 사업을 영위하는 창업자로 폐업 후 6개월이 지나지 아니한 자(고유번호증에 의한 사업 포함)",,,Y,18,39,제한없음,무관,,,"1. 6개월 이내 의무복무 예정자
2. 사이버대학교, 대학(원)생, 방송통신고등(대)학교 재학생(졸업예정자 및 휴학생 포함)
3. 고용보험법에 따른 구직급여를 받고 있거나 구직급여의 지급이 끝난 날부터 6개월이 지나지 않은 자
4. 국민취업제도에 참여하여 수혜 중인 자
5. 국가 또는 지자체의 유사 사업에 참여하여 수당*을 지원받은 지 6개월이 지나지 아니한 자(*월평균 50만원 이상 또는 총 300만원 이상)
6. 사업자등록으로 개업하여 매출에 상관없이 사업을 영위하는 창업자로 폐업 후 6개월이 지나지 아니한 자(고유번호증에 의한 사업 포함)",298,대구광역시,제한없음,미취업자,"고교 졸업, 대학 졸업",,,제한없음
20250221005400210533,프로그램,제3기 세종특별자치시 청년정책조정위원회 위원 모집,"세종특별자치시,조정,심의",「세종특별자치시 청년기본 조례」제9조에 의거 청년정책에 관한 주요사항을 심의‧조정하기 위하여 《세종특별자치시 청년정책조정위원회》 참여 위원 모집,참여권리,청년참여,"청년정책에 관한 주요사항 심의‧조정
1. 청년정책 기본계획 및 시행계획 수립‧변경
2. 청년정책 조정‧협력 및 분석‧평가
3. 청년정책 제도개선 등에 관한 사항 등 심의‧조정 등",세종특별자치시,세종특별자치시,특정기간,특정기간,20250501,20270430,,"○ 세종시 누리집 공고문 확인 후 전자우편(jsh7807@korea.kr) 신청
○ 청년DB(https://www.2030db.go.kr)를 통한 온라인 지원
","심사항목*에 따른 서면심사 후 성별, 연령 등을 고려하여 선정(4월 중 선정자에 한해 개별통지)
1. 지원동기(20), 활동계획(30), 본인의 강점 활용방안(20), 활동이해도(30)
",https://www.sejong.go.kr/bbs/R0071/list.do,"위원신청서, 개인정보제공동의서",,https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/nttList.do,,N,19,39,제한없음,무관,,19-39세 청년,공고문 참고,35,세종특별자치시,제한없음,제한없음,제한없음,20250301,20250320,제한없음
20250221005400210532,현금지급,동성로 청년버스킹 활성화 사업,"동성로,청년예술인,공연","- <동성로 청년버스킹> 연중 개최로 청년이 모여드는 지역 대표 거리 공연 거점 조성 
- 청년예술인 중심의 대구 대표 공연 공간으로 조성하여 동성로 활력 부여 및 관광 활성화 등 젊음의 거리 상징성 
   강화로 전국적인 버스킹성지 도약",복지문화,예술인지원,"- 공모를 통한 청년예술인 선발
- 선발된 청년예술인 공연기회 최소 3회 제공(팀 인원수별 참가지원금 차등지원)
- 경연 우수 3팀 상금 지급 및 대구시 행사 공연 기회 제공 
- 대학동아리팀 우수 3팀 상금 지급",대구광역시,,특정기간,특정기간,20250301,20251231,,추후 업데이트 예정 ,,,,,,,N,19,39,제한없음,무관,,,,73,전국,제한없음,제한없음,제한없음,20250310,20250331,제한없음
20250221005400210531,기타,충청북도 청년포럼,"청년정책,방향을,현안에",충북 청년의 삶 및 청년정책 발전 방향을 모색하고 청년의 의견 수렴  ,참여권리,청년참여,"❍ (사업대상) 도내 청년 19~39세 이하
❍ (사업내용) 청년정책 전문가 포럼 및 청년 주요 현안에 대한 자유토론
",충청북도,,특정기간,특정기간,20250101,20251231,,"❍ (시기) 2025. 5월 중(미정)
❍ (방법) 충북청년희망센터 홈페이지 안내 및 신청
충북청년희망센터(https://www.cbhope1539.net)",,https://www.cbhope1539.net,,,,,N,19,39,제한없음,무관,,,,43,충청북도,제한없음,제한없음,제한없음,20250501,20250531,제한없음
20250221005400210521,상담,충북청년희망센터 운영,"도내,공간,정책참여","도내 청년의 다양한 활동 지원을 위한 청년친화 공간 운영, 청년의 정책참여 독려 및 청년발전 도모  ",참여권리,정책인프라구축,"❍ (사업대상) 도내 청년 19~39세 이하
❍ (사업내용)
   - 도내 청년들의 학습, 취·창업, 문화활동 등을 위한 공간 제공
    *코워킹스페이스(1), 회의실 및 상담실(2), 대회의실(1)
   - 6개 세부사업(찾아가는 청년센터, 심리상담, 서포터즈기자단,         유관기관 네트워크, 청춘만남 프로그램, 청년 소셜링 프로그램)",충청북도,,상시,특정기간,20250101,20251231,," ❍ (시기) 수시 모집
 ❍ (방법) 충북청년희망센터 홈페이지
충북청년희망센터(https://www.cbhope1539.net)",,https://www.cbhope1539.net,,,,,N,19,39,제한없음,무관,,,,66,충청북도,제한없음,제한없음,제한없음,,,제한없음
20250220005400210518,채용,청년인턴제 운영사업,"운영사업,4대보험,이해도",청년 미취업자를 대상으로 공공기관 내 양질의 일자리를 제공하여 취업경쟁력 및 군정 이해도 제고 기여,일자리,취업,"   - 채용규모 : 1명
   - 근 무 지 : 괴산군일자리종합지원센터
   - 지원내용 : 청년인턴 인건비 지원 및 4대보험 가입",괴산군,,특정기간,기타,,,매년 시행,,,,,,,,N,19,39,제한없음,무관,,,,16,충청북도 괴산군,제한없음,미취업자,제한없음,20251201,20251231,제한없음
20250220005400210505,기타,음성군 청년월세 지원사업,"음성군,자립과,사회진입",청년들의 주거비 부담을 경감하고 경제적 자립과 사회진입 지원 강화,주거,전월세 및 주거급여 지원,"생애 1회, 월 최대 15만원, 최대 12개월 임차료 지원",음성군,2030전략실,특정기간,특정기간,20250101,20251231,,주민등록 주소지 행정복지센터 방문,,,공고문 참고,,,,Y,19,39,제한없음,기타,중위소득 150%이하,공고문 참고,공고문 참고,29,충청북도 음성군,제한없음,제한없음,제한없음,20250122,20250228,제한없음
20250220005400210504,기타,청년월세한시특별지원,"소득이,중위소득,기준", ❍ (목적) 주거비로 어려움을 겪고 있는 청년층의 주거비 부담 경감,주거,전월세 및 주거급여 지원," ❍ (지원대상) 부모와 별도로 거주하는 무주택 청년(만 19~34세) 청약통장가입필수  
 ❍ (소득기준) 청년 원가구의 소득이 기준 중위소득 100% 이하이면서 
             청년 독립가구 소득이 기준 중위소득 60% 이하
 ❍ (지원내용) 1인 월 최대 20만원 임차료 지원(최대 24개월, 생애 1회)",제천시,제천시,특정기간,기타,,,상시, ❍ (방법) 주소지 읍면동 행정복지센터 방문 신청 및 복지로신청,,,,,,,N,19,34,제한없음,기타,청년 원가구의 소득이 기준 중위소득 100% 이하이면서 청년 독립가구 소득이 기준 중위소득 60% 이하,,,27,충청북도 제천시,제한없음,제한없음,제한없음,20250101,20250225,제한없음
20250220005400210500,채용,청년층 인턴형 일자리지원,"청년층,10인,고용촉진", ❍ (목적) 관내 청년층 대상으로 기업체에서 인턴형 직장체험활동 실시하여 직업 가치관 정립에 기여하고 지역의 인재양성 및 고용촉진 제고  ,일자리,재직자," ❍ (신청대상)
    - 기  업 : 제천시 소재(본점, 분점, 공장 등) 상시근로자 10인 이상 기업
    - 참여자 : 공고일 기준 주민등록 주소지가 제천시인 청년(18세 이상 34세 이하) 
 ❍ (지원내용) 인건비 지원(최저시급 100%) ",제천시,제천시,특정기간,특정기간,20250501,20250630,," ❍ (신청시기) 2024. 11. ~ 12.(동계, 선발완료) / 2025. 5. ~ 6.(하계)
 ❍ (신청방법) 시 홈페이지 공고문의 신청서 작성 방문 또는 우편 제출
             (참여기업 모집 후 기업별 참여자 모집)",,,,,,,N,18,34,제한없음,무관,,,,42,충청북도 제천시,제한없음,"재직자, 미취업자, 프리랜서, 일용근로자, 단기근로자, 영농종사자, 기타",제한없음,20250501,20250630,제한없음
20250220005400210494,대출,결혼비용 대출이자 지원사업,"혼인신고,대출건,1년이내", ❍ (목적) 결혼자금 부담완화를 통해 결혼친화환경 조성 및 출산·육아 등 안정적 정착기반 지원,복지문화,취약계층 및 금융지원," ❍ (지원대상) 도내 거주하는 가구(부부)합산 기준중위소득 180%이하   19세~39세 청년 신혼부부
 ❍ (지원내용) 가구당 기납부이자 연 최대 50만원 지원(최대 2년)
    - 신용대출 : 혼인신고 전 1년이내 받은 대출건
    - 주택자금대출 : 혼인신고 전 1년이내 또는 혼인신고 후 6개월 이내 받은 대출건
    - 한도대출 : 혼인신고 전 1년이내 받은 대출건",제천시,제천시,상시,기타,,,상시," ❍ (시기) 연중  ※ 예산 소진시까지 선착순 접수
 ❍ (방법) 주소지 읍면동 행정복지센터 방문 신청",,,,,,,N,19,39,기혼,기타,기준중위소득 180% 이하,,,116,충청북도 제천시,제한없음,제한없음,제한없음,,,제한없음
20250220005400210490,현금지급,충북행복결혼공제사업,"30,시군,적립", ❍ (목적) 미혼청년 결혼 장려를 통한 출생률 제고 및 청년 근로자 장기근속 유도와 젊은 농촌조성 및 지역경제 활성화 도모,복지문화,취약계층 및 금융지원," ❍ (지원대상) 도내 중소(견)기업 미혼 근로자, 농업인, 소상공인(19~39세)
 ❍ (지원내용) 가입자가 매달 일정액 납입하면 지자체 등에서 매칭적립하여 기간 내 결혼한 경우 매칭금액을 만기목돈으로 지급
 
󰋼 근 로 자 : 월 80만원 적립(도‧시군 30, 기업 20, 근로자 30) → 48백만원+이자
󰋼 농 업 인 : 월 60만원 적립(도‧시군 30, 농업인 30)→ 36백만원+이자
󰋼 소상공인 : 월 60만원 적립(도‧시군 30, 소상공인 30)  → 36백만원+이자
",제천시,제천시,상시,기타,,,상시," ❍ (시기) 연중  ※ 예산 소진시까지 선착순 접수
 ❍ (방법) 주소지 시 담당부서에 방문 신청 또는 등기우편 신청",,,,,,,N,19,39,미혼,무관,," ❍ (지원대상) 도내 중소(견)기업 미혼 근로자, 농업인, 소상공인(19~39세)",,154,충청북도 제천시,제한없음,"재직자, 자영업자, 프리랜서, 영농종사자",제한없음,,,제한없음
20250220005400210477,현금지급,작은 결혼식 지원,"결혼식,200만원,예복",획일적인 형태 및 허례허식을 벗어난 합리적이고 간소화된 예식문화 조성 및 건강하고 합리적인 결혼 문화 조성 ,복지문화,취약계층 및 금융지원,"□ 지원내용 : 초혼 신혼부부당 작은결혼식* 비용 200만원 지급
* 비용 부담이 적고 개성과 결혼 의미를 살릴 수 있는 합리적이고 간소화된 결혼식
* 총 예식비용 1,200만원 이하
* 예식비용 범위(안) : 식대, 스드메, 촬영, 예복, 한복, 장식, 부케, 이벤트, 사회·주례, 답례품, 청첩장, 혼주 예복, 폐백 등 결혼식 전반 비용 포함
  ❍ 충청북도에서 추진하는 '인구감소지역 결혼지원금'과 중복지원 불가
  ❍ 총 결혼비용이 200만원 미만인 경우 실 소요금액만 지원


",충청북도,,특정기간,특정기간,20250101,20251231,,"□ 신청방법
  ❍ 온라인 : 충북 가치자람 온라인 신청
  ❍ 방문 및 우편 : (우)28515 충청북도 청주시 상당구 상당로 82(문화동) 충청북도청 동관 4층 기획조정실 인구청년정책담당관
  ❍ 이메일 : qudwls0812@korea.kr
□ 100쌍 지원 예산 소진시 마감
□ 신청자 : 초혼 신혼부부 구성원 중 1인이 신청
  ❍ 결혼당사자인 신혼부부 중 1인이 직접 신청(대리신청 불가)
  ❍ 신랑 및 신부가 각각 100만원씩 별도 신청불가","□ 지급방식 : 현금지급(개인계좌 지급) *1회 일괄 지급
□ 지급시기 : 작은 결혼식 지원요건에 해당하여 지급대상자 선정통보를 받은 날로부터 1개월 이내 지급
  ❍ 지급대상자 선정은 신청서 접수일로부터 10일이내 통보(보완서류가 있을 경우 보완서류 제출일로부터 10일 이내)
  ❍ 신청자가 많을 경우 예산범위 내에서 신청 접수순서에 따라 지원",https://gachi.chungbuk.go.kr/portal/main/main.do,"□ 신청서 ※ 온라인 신청 시 불필요
□ 개인정보 수집·이용·제공 동의서
□ 참여 동의서
□ 항목별 세부비용 내역서
□ 결제 영수증
□ 혼인관계증명서(상세*) *신고지 및 재혼 여부 확인을 위해 상세 이력이 포함된 서류만 가능
□ 통장사본(신청인 명의 계좌)
□ 신분증 사본(주민등록증, 운전면허증, 여권 등)
※ 온라인 신청 시에는 '충북 가치자람' 플랫폼에 회원가입 후 신청가능하므로 불필요
□ 각 항목별 계약서 및 각 항목별 업체발행 정산서류
□ 주민등록등본 ※ 행정정보공동이용 열람 동의 시, 미제출",문의처 : 충청북도 인구청년정책담당관(043-220-4772),,,N,19,39,미혼,무관,,"□ 비용기준 : 총 예식비용 1,200만원 이하인 결혼식
□ 혼인기준 : 2025. 1. 1. ~ 12. 12. 기간 중 도내에 혼인신고를 하였으며 부부 중 1인 이상이 초혼(모두 재혼 시 신청 불가)
□ 거주기준 : 신청일 기준, 부부 중 1인 이상이 주민등록상 도내 6개월 이상 계속하여 거주
□ 연령기준 : 혼인신고일 기준, 부부 중 1인 이상이 19세 이상 39세 이하인 자
□ 국적기준 : 혼인신고일 기준, 부부 중 1인 이상이 내국인인 자",,471,충청북도,제한없음,제한없음,제한없음,20250520,20251212,제한없음
20250220005400210475,정보제공,대구광역시 청년 국가기술자격시험 응시료 지원,"고용보험,www,청년센터",미취업 청년에게 사회진출 시 필요한 자격증 응시료 지원을 통해 경제적 부담을 경감하고 사회진입 활성화를 도모 및 취업 준비 비용을 지원,일자리,취업,"❍ 지원대상 : 19세 ~ 39세 대구광역시 거주(주민등록) 미취업 청년
  ※ 응시일 현재 미취업자   * 2025. 1. 1. 이후 실시한 시험  
❍ 모집인원 : 매월 70명 정도
❍ 지원내용 : 당해연도 응시한 시험에 한해 1인 3회, 최대 10만원이내 실비지원
  ※ 동종시험에 한해 필기시험·실기시험, 1차·2차 구분없이 총 3회까지 신청 가능
❍ 지원종목 : 국가기술자격시험 ※ 국가기술자격법 시행규칙 별표2. 
❍ 신청기간 : ’25. 3월 ~ ’25. 11월(매월 20일부터 선착순 접수)
❍ 신청방법 : 온라인* 신청(구글 설문지를 통한 신청) 및 방문 신청(청년센터 활동그래)
   * 청년커뮤니티포털 ‘젊프’(www.dgjump.com), 청년센터 홈페이지(www.dgyouth.kr)   
❍ 자격요건
    - 거주요건 : 신청일 현재 대구광역시에 주민등록이 되어 있는 청년
    - 연    령 : 19세 ~ 39세
    - 취업여부 : 미취업자(신청일 현재 고용보험 미가입자)
   * 단, 고용보험 가입되어 있더라도 고용보험 가입 3개월 이하 또는 주30시간 이하 단기근로자일 
      경우 지원 가능
❍ 보다 자세한 사항은 “청년센터 홈페이지”
   (http://www.dgyouth.kr/) ⇒ 공지사항을 참고하시기 바랍니다.",대구광역시,,특정기간,특정기간,20250320,20251231,,"온라인 신청(구글 설문지를 통한 신청) 및 방문 신청(청년센터 활동그래)
* 청년커뮤니티포털 ‘젊프’(www.dgjump.com), 청년센터 홈페이지(www.dgyouth.kr)","❍ 신청 다음달의 15일 경에 발표(상황에 따라 2~3일 차이가 있을 수 있음)
 - 문자메시지로 통보하므로 만약 오지 않았을 경우 스팸문자함 등을 확인",http://www.dgyouth.kr/,"○ (필수) 주민등록초본
○ (필수) 건강보험자격득실확인서
○ (필수) 사업자등록사실증명
○ (필수) 시험응시 증빙자료(응시 확인서)
○ (필수) 응시료 결제영수증
○ (필수) 본인명의 통장사본
○ (선택) 근로계약서 1부 
  ☞ 고용보험 가입 3개월 이하 또는 주 30시간 이하 단기근로자 제출",,,,N,19,39,제한없음,무관,,"❍ (연 령) 신청월 기준 19세∼39세 청년
   [“3월 응시료 지원”을 신청하는 경우(신청기간 3.20.~4.15.) : 1987. 4월생 ∼ 2006. 3월생 
   신청 가능
❍ (거 주) 신청일 현재 주민등록상 대구광역시 거주자
❍ (취 업) 미취업자 대상(고용보험 미가입자)
   - 단, 고용보험 가입되어 있더라도 고용보험 가입 3개월 이하 또는 주30시간 이하 단기근로자일 
     경우 신청 가능
❍ 위 조건을 모두 만족해야 합니다",,196,대구광역시,제한없음,미취업자,제한없음,20250320,20251120,제한없음
20250220005400210474,상담,대구광역시 사회적 고립청년 지원사업 ,"고립청년,정서,사회적",정서적 고립 심화 등으로 어려움을 겪는 청년에게 심리․정서 상담 및 맞춤형 프로그램 등 지원을 통해 대인관계 회복과 사회활동 참여 활성화,복지문화,취약계층 및 금융지원,"(사회적 고립청년)
- 온라인 발굴, 초기상담 후 고립척도별 맞춤형 프로그램 제공(심화상담, 정서 및 관계회복 그룹상담, 
  가족참여 및 자조모임, 외부활동, 사례관리 등)",대구광역시,,특정기간,특정기간,20250304,20251231,,"온라인 신청* 및 방문 신청
   *청년커뮤니티포털 ‘젊프’(www.dgjump.com), 청년센터 홈페이지(www.dgyouth.kr) ",,http://www.dgyouth.kr/,,,,,N,19,39,제한없음,무관,,,,89,대구광역시,제한없음,제한없음,제한없음,20250304,20251231,제한없음
20250219005400210471,보증,충북 청년사회서비스사업단 운영,"청년사회서비스사업단,서비스,사업운영","지역별 청년사회서비스 사업단을 구성·운영하여, 지역 청년이 주체가 되어 지역 사회서비스를 개발·제공함으로써 청년의 사회활동 참여기회 보장 및 지역주민 삶의 질 향상",복지문화,취약계층 및 금융지원," ❍ (사업운영 주체) 청년사회서비스사업단
   - 지역대학, 대학·기관 컨소시엄, 사회복지법인 등을 중심으로 하여 각 시·도별 1~3개씩 선정된 사업단에서 사업 운영
 ❍ (서비스 제공인력의 범위) 19~34세의 청년층
   - 각 바우처사업의 제공인력 자격기준을 충족
 ❍ (사업분야) 지역사회서비스 투자사업, 일상돌봄 서비스 사업 등
",충청북도,,상시,특정기간,20250301,20251231,,❍ (사업단 선정 절차) 사업계획 공고(복지부)→참여기관 발굴(도)→참여기관 신청→신청 기관 결격 사유 조회 등 자체 심사(도)→사업계획서 복지부 제출(도)→청년사업단 최종 선정(복지부),,,,,,,N,19,34,제한없음,무관,,,,72,충청북도,기타,기타,기타,,,기타
