정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소,참고URL주소,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청기간,정책특화요건코드,신청시작일,신청마감일,정책세부분류명,원래_정책거주지역코드
20250515005400210826,기타,경기도 청년기본소득,보조금,"경기도형 기본소득제도로 청년의 사회적 기본권 보장을 지원하며, 행복추구와 삶의 질 향상을 목표로 합니다.",기타,취약계층 및 금융지원,"분기별 25만원 지급, 최대 100만원 지원. 시흥, 김포는 모바일, 그 외 지역은 카드로 지급.",경기도,,특정기간,기타,        ,,연중,온라인 신청(apply.jobaba.net). 기존 수령자 중 자동신청에 동의한 경우 별도 신청 불필요.,"신청접수는 5월 1일 09:00부터 5월 30일 18:00까지. 심사 및 선정은 5월 7일부터 6월 10일까지. 지급은 6월 20일부터 시작하며, 지급일은 변경될 수 있음.",https://apply.jobaba.net/special/gibon/bsnsInfo.do,"필수서류: 주민등록초본(25년 5월 1일 이후 발급), 기초생활수급자 증명서(해당자). 선택서류: 신청 위임장, 지역화폐 등록 위임장, 청년 본인과 대리인의 관계증빙서류.","문의처: 시군 청년기본소득 담당부서, 경기도 콜센터(031-120), 경기도미래세대재단 콜센터(1877-0566).",https://youth.gg.go.kr/gg/info/housing-welfare.do?mode=viewTest&arcNo=7805&pager.offset=0&pagerLimit=8,,N,24.0,24.0,제한없음,무관,nan,"신청일 기준 경기도 거주(고양시, 성남시 제외), 최근 3년 이상 계속 또는 합산 10년 이상 거주. 2000년 04월 02일 ~ 2000년 12월 31일 출생자.",nan,740,"경기도 수원시 장안구, 경기도 수원시 권선구, 경기도 수원시 팔달구, 경기도 수원시 영통구, 경기도 의정부시, 경기도 안양시 만안구, 경기도 안양시 동안구, 경기도 부천시 원미구 , 경기도 부천시 소사구 , 경기도 부천시 오정구 , 경기도 광명시, 경기도 평택시, 경기도 동두천시, 경기도 안산시 상록구, 경기도 안산시 단원구, 경기도 과천시, 경기도 구리시, 경기도 남양주시, 경기도 오산시, 경기도 시흥시, 경기도 군포시, 경기도 의왕시, 경기도 하남시, 경기도 용인시 처인구, 경기도 용인시 기흥구, 경기도 용인시 수지구, 경기도 파주시, 경기도 이천시, 경기도 안성시, 경기도 김포시, 경기도 화성시, 경기도 광주시, 경기도 양주시, 경기도 포천시, 경기도 여주시, 경기도 연천군, 경기도 가평군, 경기도 양평군",제한없음,제한없음,제한없음,20250501 ~ 20250530\N20250701 ~ 20250731\N20251015 ~ 20251114,제한없음,2025-10-15,2025-11-14,기타,"41111,41113,41115,41117,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830"
20250514005400210818,기타,대전청년하우스,공공임대주택,청년근로자의 주거안정 및 주거복지 향상을 통한 지역정착 유도,주거,전월세 및 주거급여 지원,"대전 유성구에 위치한 옛 외국인유학생기숙사 누리관을 리모델링하여 대전 소재 사업장에서 근무하는 청년 근로자를 위한 기숙사 조성 및 운영. 기숙사는 지상 1층부터 10층까지 있으며, 연면적은 7,043㎡, 1실은 18.41㎡. 공유라운지 등 11개의 공유공간 제공. 입주기간은 2년이며, 최대 2회 연장 가능. 보증금 1,000,000원, 임대료 250,000원, 관리비 20,000원, 공과금 별도. 정기주차권은 10,000원. 침대, 냉장고, 옷장, 책상, 의자, 신발장, 시스템에어컨, IP-TV, WIFI 제공.",대전광역시,,상시,기타,        ,,상시,"신청기간은 상시이며, 이메일(youthhouse.d@gmail.com) 또는 현장접수(대전 유성구 엑스포로97번길 103) 가능. 대리접수는 현장접수만 가능하며, 도장 및 신분증 지참 필요.",nan,https://daejeonyouthhouse.co.kr/,"청년근로자: 입주 신청서, 재직증명서, 근로계약서, 급여명세서, 4대보험 가입확인서, 장애인증명서(해당 시), 개인정보 수집 동의서. 프리랜서는 용역계약서 및 통장거래내역서로 대체 가능. 외국인 근로자는 외국인등록증 사본 제출.  
중소기업: 입주 신청서, 중소기업 확인서, 사업자등록증, 청년근로자 고용관련 증빙, 매출관련 증빙, 개인정보 수집 동의서.",문의: ☎ 042-863-2030,,,N,18.0,39.0,제한없음,무관,nan,"청년근로자: 대전광역시 청년 기본조례에 따른 청년으로 대전 소재 사업장에서 근무하는 근로자. 특수고용직 및 프리랜서 포함. 외국인 근로자는 외국인등록증 필수.  
중소기업: 중소기업기본법에 따른 중소기업 대표. 선정된 중소기업은 소속 근로자 중 공정한 기준에 따라 입주자 선발.",nan,317,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구, 부산광역시 중구, 부산광역시 서구, 부산광역시 동구, 부산광역시 영도구, 부산광역시 부산진구, 부산광역시 동래구, 부산광역시 남구, 부산광역시 북구, 부산광역시 해운대구, 부산광역시 사하구, 부산광역시 금정구, 부산광역시 강서구, 부산광역시 연제구, 부산광역시 수영구, 부산광역시 사상구, 부산광역시 기장군, 대구광역시 중구, 대구광역시 동구, 대구광역시 서구, 대구광역시 남구, 대구광역시 북구, 대구광역시 수성구, 대구광역시 달서구, 대구광역시 달성군, 대구광역시 군위군, 인천광역시 중구, 인천광역시 동구, 인천광역시 미추홀구, 인천광역시 연수구, 인천광역시 남동구, 인천광역시 부평구, 인천광역시 계양구, 인천광역시 서구, 인천광역시 강화군, 인천광역시 옹진군, 광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구, 대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구, 울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군, 세종특별자치시, 경기도 수원시 장안구, 경기도 수원시 권선구, 경기도 수원시 팔달구, 경기도 수원시 영통구, 경기도 성남시 수정구, 경기도 성남시 중원구, 경기도 성남시 분당구, 경기도 의정부시, 경기도 안양시 만안구, 경기도 안양시 동안구, 경기도 부천시 원미구 , 경기도 부천시 소사구 , 경기도 부천시 오정구 , 경기도 광명시, 경기도 평택시, 경기도 동두천시, 경기도 안산시 상록구, 경기도 안산시 단원구, 경기도 고양시 덕양구, 경기도 고양시 일산동구, 경기도 고양시 일산서구, 경기도 과천시, 경기도 구리시, 경기도 남양주시, 경기도 오산시, 경기도 시흥시, 경기도 군포시, 경기도 의왕시, 경기도 하남시, 경기도 용인시 처인구, 경기도 용인시 기흥구, 경기도 용인시 수지구, 경기도 파주시, 경기도 이천시, 경기도 안성시, 경기도 김포시, 경기도 화성시, 경기도 광주시, 경기도 양주시, 경기도 포천시, 경기도 여주시, 경기도 연천군, 경기도 가평군, 경기도 양평군, 충청북도 청주시 상당구, 충청북도 청주시 서원구, 충청북도 청주시 흥덕구, 충청북도 청주시 청원구, 충청북도 충주시, 충청북도 제천시, 충청북도 보은군, 충청북도 옥천군, 충청북도 영동군, 충청북도 증평군, 충청북도 진천군, 충청북도 괴산군, 충청북도 음성군, 충청북도 단양군, 충청남도 천안시 동남구, 충청남도 천안시 서북구, 충청남도 공주시, 충청남도 보령시, 충청남도 아산시, 충청남도 서산시, 충청남도 논산시, 충청남도 계룡시, 충청남도 당진시, 충청남도 금산군, 충청남도 부여군, 충청남도 서천군, 충청남도 청양군, 충청남도 홍성군, 충청남도 예산군, 충청남도 태안군, 전라남도 목포시, 전라남도 여수시, 전라남도 순천시, 전라남도 나주시, 전라남도 광양시, 전라남도 담양군, 전라남도 곡성군, 전라남도 구례군, 전라남도 고흥군, 전라남도 보성군, 전라남도 화순군, 전라남도 장흥군, 전라남도 강진군, 전라남도 해남군, 전라남도 영암군, 전라남도 무안군, 전라남도 함평군, 전라남도 영광군, 전라남도 장성군, 전라남도 완도군, 전라남도 진도군, 전라남도 신안군, 경상북도 포항시 남구, 경상북도 포항시 북구, 경상북도 경주시, 경상북도 김천시, 경상북도 안동시, 경상북도 구미시, 경상북도 영주시, 경상북도 영천시, 경상북도 상주시, 경상북도 문경시, 경상북도 경산시, 경상북도 의성군, 경상북도 청송군, 경상북도 영양군, 경상북도 영덕군, 경상북도 청도군, 경상북도 고령군, 경상북도 성주군, 경상북도 칠곡군, 경상북도 예천군, 경상북도 봉화군, 경상북도 울진군, 경상북도 울릉군, 경상남도 창원시 의창구, 경상남도 창원시 성산구, 경상남도 창원시 마산합포구, 경상남도 창원시 마산회원구, 경상남도 창원시 진해구, 경상남도 진주시, 경상남도 통영시, 경상남도 사천시, 경상남도 김해시, 경상남도 밀양시, 경상남도 거제시, 경상남도 양산시, 경상남도 의령군, 경상남도 함안군, 경상남도 창녕군, 경상남도 고성군, 경상남도 남해군, 경상남도 하동군, 경상남도 산청군, 경상남도 함양군, 경상남도 거창군, 경상남도 합천군, 제주특별자치도 제주시, 제주특별자치도 서귀포시, 강원특별자치도 춘천시, 강원특별자치도 원주시, 강원특별자치도 강릉시, 강원특별자치도 동해시, 강원특별자치도 태백시, 강원특별자치도 속초시, 강원특별자치도 삼척시, 강원특별자치도 홍천군, 강원특별자치도 횡성군, 강원특별자치도 영월군, 강원특별자치도 평창군, 강원특별자치도 정선군, 강원특별자치도 철원군, 강원특별자치도 화천군, 강원특별자치도 양구군, 강원특별자치도 인제군, 강원특별자치도 고성군, 강원특별자치도 양양군, 전북특별자치도 전주시 완산구, 전북특별자치도 전주시 덕진구, 전북특별자치도 군산시, 전북특별자치도 익산시, 전북특별자치도 정읍시, 전북특별자치도 남원시, 전북특별자치도 김제시, 전북특별자치도 완주군, 전북특별자치도 진안군, 전북특별자치도 무주군, 전북특별자치도 장수군, 전북특별자치도 임실군, 전북특별자치도 순창군, 전북특별자치도 고창군, 전북특별자치도 부안군",제한없음,재직자,제한없음,,제한없음,,,임대주택,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
20250513005400210810,기타,이력서 사진 무료촬영서비스,장기미취업청년,청년들의 구직비용 절감 및 경제적 부담 완화를 위해 이력서 사진을 무료로 촬영해주는 서비스입니다.,일자리(교육),취업,1:1 매칭 포토샵 사진촬영 서비스와 현장 사진인화 제공,청년정책과,,상시,특정기간,20250101,2025-12-31,,광주청년통합플랫폼 회원가입 후 온라인 신청서 작성(증빙서류 제출) 및 센터 방문하여 사진촬영,nan,,"- 주민등록등본(최근 1달 이내 발급)
- 신분증 사본
- 이력서 (자유서식)","- 촬영장소: 광주 서구 상무중앙로 34 2층
- 운영시간: 평일 10:00 ~ 20:30 / 토요일 10:00 ~ 17:30 (일요일, 공휴일 휴무)
- 점심시간: 12:00~13:00
- 문의처: 전화 062.372.5993 / FAX 062.372.5996",https://youth.gwangju.go.kr/www/131?siteId=www&svc=suit&url=%2Fwww%2FsuitLend%2FmainView,,N,19.0,39.0,제한없음,무관,nan,신청일 현재 주민등록상 광주광역시 거주 19세 이상 ~ 39세 이하 청년 구직자. 타 지역 청년은 광주 소재 학교 재학생(졸업예정자)으로 신청일 기준 1개월 이내 발급한 재학증명서 제출 시 이용 가능,nan,34,"광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구",제한없음,제한없음,제한없음,,제한없음,,,기타,"29110,29140,29155,29170,29200"
20250509005400210801,공공기관,청년 자격증 응시료 지원사업,"교육지원,보조금",청년들의 구직활동을 촉진하기 위해 자격증 응시료를 지원합니다.,일자리(교육),취업,"- 기간: 2025년 1월부터 12월까지  
- 대상: 2025년 1월 1일 이전부터 신청일까지 울산에 주민등록이 되어 있는 19세~39세 미취업·미창업 청년  
- 내용: 어학 및 자격증 시험 응시료 지원  
- 범위: 연 1회, 최대 10만원 지원  
- 응시일: 2024년 12월 9일부터 2025년 11월 30일까지 (예산 소진 시까지)  
- 방법: 울산청년정책플랫폼에서 신청 후 구·군에서 접수 및 선정·지급",대학협력과,,특정기간,특정기간,20250101,2025-12-31,,"울산청년정책플랫폼 누리집을 통한 온라인 신청만 가능하며, 방문·우편 제출은 불가합니다.","- 선정은 신청 순서에 따라 진행됩니다.  
- 적정성 검토 후 보완이 필요할 경우 별도 요청하며, 보완 완료 시점을 신청일로 인정합니다.  
- 지원금은 매월 1일부터 말일까지 신청 시 익월 15일 이내 지급됩니다. (휴일·공휴일인 경우 다음 날 지급)",https://www.ulsan.go.kr/s/ulsanyouth/contents.ulsan?mId=008001008000000000,"1. 청년 자격증 응시료 지원 신청서  
2. 개인정보 수집·이용·제공 동의 안내문  
3. 주민등록표초본(변동일자 표기)  
4. 통장사본(신청자 본인 명의)  
5. 응시확인서 또는 성적표(응시 날짜 표기)  
6. 결제 영수증(본인 부담 비용 증빙)  
7. 건강보험자격득실확인서  
8. 사실증명(사업자등록사실여부)",없음,,,N,19.0,39.0,제한없음,무관,없음,응시일부터 신청일까지 울산광역시에 주민등록된 미취업·미창업 청년,"- 응시일 당일 건강보험 직장가입자·사업자 등록자  
- 타 지방정부로부터 동일 목적으로 지원받은 사람  
- 경찰청 주관 '자동차운전면허' 및 해양경찰청 주관 '동력수상레저기구조정면허' 제외  
- 울주군 청년 자기개발비 지원사업 대상자 제외",91,"울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군",제한없음,미취업자,제한없음,20250207 ~ 20251130,제한없음,2025-02-07,2025-11-30,기타,"31110,31140,31170,31200,31710"
20250508005400210798,기타,면접정장 무료대여,장기미취업청년,청년들의 구직비용 절감 및 경제적 부담 완화를 위해 무료 면접 정장 대여 서비스를 제공합니다.,일자리(교육),취업,"면접 정장 대여 무료 서비스(대여기간 3박 4일, 공휴일 제외). 남성: 정장상의, 정장하의, 셔츠, 넥타이(기본), 벨트, 구두(선택). 여성: 정장자켓, 정장치마·정장바지(택1), 블라우스(기본), 구두(선택). 선착순 대여.",청년정책과,,상시,특정기간,20250101,2025-12-31,,광주청년통합플랫폼 회원가입 → 온라인 신청서 작성(증빙서류 제출) → 정장대여(센터방문) → 정장반납(센터방문).,nan,https://www.todaktodakjob.com/bbs/content.php?co_id=narae_interview,"1. 신청서  
2. 개인정보제공 동의서  
3. 손해배상책임 청구지급 동의서  
4. 주민등록등본(최근 1달 이내 발급)  
5. 신분증 사본  
6. 면접증빙서류","광주청년센터 토닥토닥 3센터: 062-372-5993. 운영시간: 평일 10:00 ~ 20:30, 토요일 10:00 ~ 17:30 (일요일, 공휴일 휴무). 점심시간 12:00~13:00, 마감시간 1시간 전까지 방문.",https://youth.gwangju.go.kr,,N,19.0,39.0,제한없음,무관,nan,주민등록상 광주광역시 거주 19세 이상 ~ 39세 이하 청년 구직자(1986.1.1 ~ 2006.12.31 출생자).,"타 지역 청년은 광주 소재 학교 재학생(졸업예정자)으로 재학증명서 제출 시 이용 가능. 취업 목적에 한하며, 기업·기관 채용면접이 아닌 경우 제외.",19,"광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구",제한없음,제한없음,제한없음,,제한없음,,,기타,"29110,29140,29155,29170,29200"
20250508005400210794,기타,구직청년 면접용 정장대여사업,장기미취업청년,구직자에게 연 3회 정장 대여 지원,일자리(교육),취업,"미취업 청년 구직자에게 연 최대 3회, 2박 3일 동안 정장 대여. 여성은 재킷, 블라우스, 치마, 구두 등, 남성은 재킷, 셔츠, 넥타이, 바지, 벨트 대여 가능(구두 제외).",청년정책과,재단법인대전청년내일재단,특정기간,기타,        ,,2025년 연중,"1) 대여업체 사전 연락: 방문일자 조율 및 사이즈 확인 필수  
2) 온라인 신청: 방문일자에 맞춰 신청서 작성, 증빙서류 업로드  
3) 대여승인: 평일 09시~18시 증빙서류 확인 후 승인  
4) 접수증 출력 또는 화면 캡쳐  
5) 업체 방문: 신분증 지참, 접수증 제시  
6) 대여 및 반납: 2박 3일  
7) 온라인 만족도 조사 참여: 상·하반기 문자로 링크 발송 시 참여",nan,,"1) 주민등록등·초본 또는 재학증명서  
2) 고용보험자격이력내역서 또는 주 30시간 미만 근로계약서  
3) 면접 확인자료","신청기간: 2025. 3. 17. ~ 예산 소진 시 종료  
지원규모: 900회  
문의: 대전청년내일재단 청년기반팀 ☎ 042-719-8433",https://www.daejeonyouthportal.kr/content/CT_000000000042/cntPage.do?commonMenuNo=304_305_323_325&dpmSectionFst=1&dpmSectionScd=5,,N,18.0,39.0,제한없음,무관,nan,nan,nan,18,"대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구",제한없음,미취업자,제한없음,20250317 ~ 20251231,제한없음,2025-03-17,2025-12-31,기타,"30110,30140,30170,30200,30230"
20250507005400210785,계약(위탁운영),울산청년 구직지원금,"장기미취업청년,보조금",미취업 청년들의 구직활동을 지원하여 청년 취업률을 높이는 경제적 지원 정책입니다.,일자리(교육),취업,"- 구직지원금: 1인당 최대 180만원(월 30만원, 6개월), 클린카드 포인트로 지급  
- 취업성공금: 사업기간 내 취업 후 2개월 근속 시 울산페이 30만원 지원  
- 지원방식: 구직활동 확인 후 매월 포인트 지급, 구직활동 보고서 및 계획서 매월 제출 필요",경제정책관,재단법인울산경제일자리진흥원,상시,특정기간,20250301,2025-12-31,,"- 신청기간: 2025년 매 짝수월 1일 ~ 10일 (예산 소진 시 종료)  
- 신청방법: 온라인 접수(울산일자리포털) 또는 방문 접수(울산경제일자리진흥원)  
- 선정발표: 매 짝수월 20일, 경제일자리진흥원 누리집 및 울산일자리포털 공지, 개별 문자 통보","- 지원대상 요건 심사 후 적격 여부 판단  
- 추진절차: 신청·접수 → 자격확인·심사 → 대상자 선정·통보 → 예비교육 → 지원금 지급 시작 → 구직활동 보고서 제출(총 5회)",,"[필수] 신청서, 개인정보 동의서, 구직활동 계획서, 주민등록등본, 건강보험 관련 서류, 졸업(예정)증명서  
[선택] 가족관계증명서, 근로계약서, 국민취업지원제도 선발 제외 증빙서류  
- 전체를 1개의 PDF 파일로 병합하여 제출, 스캔 불가능 시 방문 접수 가능",문의처: 283-7203~4,https://www.ubpi.or.kr/sub/?mcode=0401070000&no=324,https://www.ubpi.or.kr/sub/?mcode=0403010000&no=3195&kd=title&kw=%EA%B5%AC%EC%A7%81%EC%A7%80%EC%9B%90,N,19.0,39.0,제한없음,기타,"- 중위소득 120%초과~150%이하(19세~34세)  
- 중위소득 60%초과~150%이하(35세~39세)","- 주소지: 울산광역시에 주민등록을 두고 있는 자  
- 나이: 1985. 1. 2. ~ 2005. 1. 2. 출생자  
- 졸업: 고등학교 이하·대학교·대학원 졸업·중퇴·수료자, 최종학년 재학생 가능  
- 취업상태: 미취업자, 주 30시간 미만 근로, 사업자 등록증이 없는 자  
- 가구소득: 연령별 기준중위소득 요건 충족자",nan,111,"울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군",제한없음,"미취업자, 일용근로자","고졸 예정, 고교 졸업, 대졸 예정, 대학 졸업, 석·박사",,제한없음,,,기타,"31110,31140,31170,31200,31710"
20250502005400210780,보조금,부산 자립청년 주거 다 지원 사업,금리혜택,"자립청년을 대상으로 머물자리론 대출 이자, 중개보수, 주거생활비, 자립물품 구입비를 지원합니다.",주거,주택 및 거주지,"- 사업대상: 부산광역시에 거주하는 보호종료 5년 경과~39세 무주택 자립청년(신혼부부 제외) 세대주
- 모집기간: 2025. 5. 1. ~ 2026. 3. 10.
- 신청기간: 매월 1일 09:00 ~ 10일 18:00
- 지원내용: 선정일부터 12개월 동안
  ① 임차보증금 대출이자 지원(1~1.5%, 12개월)
  ② 중개보수 지원(최대 30만원, 1회)
  ③ 주거 생활비 지원(월 10만원, 12개월)
  ④ 자립물품 구입비 지원(50만원, 1회)",청년정책과,,상시,특정기간,20250501,2026-02-28,,부산청년플랫폼 온라인 신청,nan,https://young.busan.go.kr/index.nm?menuCd=274,nan,nan,,,N,19.0,39.0,제한없음,기타,"연소득 본인 60백만원 이하, 부부합산 100백만원 이하. 소득심사는 협약은행에서 별도 실시",nan,nan,245,"부산광역시 중구, 부산광역시 서구, 부산광역시 동구, 부산광역시 영도구, 부산광역시 부산진구, 부산광역시 동래구, 부산광역시 남구, 부산광역시 북구, 부산광역시 해운대구, 부산광역시 사하구, 부산광역시 금정구, 부산광역시 강서구, 부산광역시 연제구, 부산광역시 수영구, 부산광역시 사상구, 부산광역시 기장군",제한없음,제한없음,제한없음,,기타,,,금융지원,"26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710"
20250502005400210779,보조금,부산청년 머물자리론,금리혜택,부산 청년 임차보증금 대출 및 대출이자 지원사업,주거,주택 및 거주지,"부산광역시에 거주하는 19~39세 무주택 청년 세대주(신혼부부 제외)를 대상으로 부산은행에서 최대 1억 원 이내의 임차보증금 대출을 지원합니다. 대출금은 임차보증금의 90% 범위 내에서 가능하며, 대출이자는 소득에 따라 차등 지원됩니다. 대출기간은 1년 이상 2년 이내이며, 만기 일시상환 방식입니다. 기한 연장 시 최초대출금의 5% 이상을 상환해야 하며, 소득요건을 제외한 신청자격은 동일합니다.",청년정책과,,상시,기타,        ,,매월 1일~ 10일,부산청년플랫폼 온라인 신청,nan,https://young.busan.go.kr/index.nm?menuCd=0,nan,nan,,,N,19.0,39.0,제한없음,기타,"연소득 본인 60백만원 이하, 부부합산 100백만원 이하",nan,nan,137,"부산광역시 중구, 부산광역시 서구, 부산광역시 동구, 부산광역시 영도구, 부산광역시 부산진구, 부산광역시 동래구, 부산광역시 남구, 부산광역시 북구, 부산광역시 해운대구, 부산광역시 사하구, 부산광역시 금정구, 부산광역시 강서구, 부산광역시 연제구, 부산광역시 수영구, 부산광역시 사상구, 부산광역시 기장군",제한없음,제한없음,제한없음,,제한없음,,,금융지원,"26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710"
20250501005400210761,보조금,"대학생 지역인재육성지원금 지원(1,2학기)",교육지원,지역인재 양성을 위해 다양한 분야의 우수학생을 발굴 지원하여 학비 부담을 완화하고 학업을 장려합니다.,일자리(교육),"취업,미래역량강화","- 사업기간: 2025년 1월 ~ 12월 (연례반복)  
- 사업대상: 2025년 대학교 신입 재학생  
- 연령기준: 24세 이하 대학생  
- 지원내용: 등록금 실납입액 100%, 학기별 최대 250만원 거주비 지원  
- 신청기간: 매년 2월, 7월 예정",교육복지과,,특정기간,특정기간,20250801,2026-02-28,,"- 접수방법: 방문접수  
- 접수처: 화천군청 4층 교육복지과, 사내도서관 1층 사무실  
- 주의사항: 서류누락, 미도달, 접수확인증 미수령·분실 등의 사유로 인한 지원대상 제외에 대한 책임은 본인에게 있음",nan,,nan,- 문의처: 화천군인재육성재단 사무국 (033-440-2161 ~ 2162),,,N,18.0,24.0,제한없음,무관,nan,"- 학생의 부모 모두 또는 실질적으로 부양한 보호자가 주민등록상 3년 이상 관내에 주소를 두고 계속 실거주하고 있는 자  
- 24세 이하 입학한 자  
- 주소 기준일: 매년 1학기는 1월 1일, 2학기는 7월 1일 기준",nan,3,강원특별자치도 화천군,"인문계열, 사회계열, 상경계열, 이학계열, 공학계열, 예체능계열, 농산업계열, 기타",미취업자,대학 재학,20250701 ~ 20250731,지역인재,2025-07-01,2025-07-31,기타,51790
20250501005400210757,기타,2025 전입청년 교통비 지원,보조금,2023년 이후 원주시로 전입하여 타지역 직장으로 출퇴근하는 청년들의 원주시 전입 및 정착을 유도하기 위한 전입청년 교통비 지원 정책입니다.,기타,취약계층 및 금융지원,"대중교통비(고속버스, 시외버스, 기차) 및 승용차 유류비를 월 최대 10만 원(실비)까지 지원합니다. 지원 기간은 2025년 7월부터 2026년 6월까지 12개월입니다.",원주시,,특정기간,특정기간,20250501,2025-06-20,,"방문 또는 온라인으로 신청 가능합니다.  
- 방문: 원주시청 2층 복지정책과  
- 온라인: 원주시 청년지원센터 홈페이지  
접수 시간은 평일 09:00~18:00이며, 점심시간(12:00~13:00)에는 접수하지 않습니다.","추첨은 2025년 6월 27일 금요일 10시에 진행되며, 추첨 후 공고 및 개별 안내 문자가 전송될 예정입니다.",https://www.wonju.go.kr/wjyouth/viewTnWjyouthProgrmU.do?progrmNo=40&key=5942,"- 전입청년 교통비 지원 사업 신청서 1부  
- 개인정보 수집 및 이용 동의서 1부  
- 사업 신청 각서 1부  
- 주민등록초본 1부(주소변동사항 포함, 공고일 이후 발급분)  
- 건강보험 자격득실 확인서 1부(직장가입자에 한함, 공고일 이후 발급분)  
- 재직증명서 1부(공고일 이후 발급분)  
- 사업자등록증 혹은 고유번호증 1부",nan,https://www.wonju.go.kr/www/selectBbsNttView.do?key=216&bbsNo=140&nttNo=459043&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=,,N,18.0,39.0,제한없음,무관,nan,"2023년 1월 1일 이후 원주시로 전입하여 거주 중인 18~39세 청년으로, 관외에 직장을 두고 출퇴근하는 자(신청일 기준)입니다.","공무원, 교사, 공공기관 재직자, 2023-2024 해당 사업 대상자입니다.",60,강원특별자치도 원주시,제한없음,재직자,제한없음,20250501 ~ 20250620,제한없음,2025-05-01,2025-06-20,기타,51130
