정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소1,참고URL주소2,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청시작일자,신청종료일자,정책특화요건코드
20250119005400210334,기타,청년4-H회원 우수과제 창업농 육성 사업,"청년4,선발된,20개소",공모(청년4-H 과제공모전)을 통해 선발된 우수회원 성장기반을 지원합니다.,일자리,창업,"과제공모에서 선발된 사업 모델화(신기술 투입 생산기반 및 가공, 유통, 체험장 등) 지원(20개소)
 ※ 신청기간 : 미정",전라남도,,상시,특정기간,20250101,20251231,,"    ① 신청서류 접수(시군농업기술센터)
    ② 과제공모전 추진(도농업기술원)
    ③ 공모전 결과 및 사업대상자 확정(도농업기술원)
    ④ 회원별 맞춤형 사업 모델화 지원(시군농업기술센터)","    ① 공모전 서류심사(도농업기술원): 발표심사 대상자 선발
    ② 공모전 발표심사(도농업기술원): 사업대상자 선발",,"    ① 청년4-H회원 과제공모전 신청서
    ② 청년4-H회원 과제공모전 사업계획서
    ③ 청년4-H회원 과제공모전 발표심사 자료(발표대상자 한함, PPT 등)",,,,N,18,39,제한없음,무관,,22개 시·군 청년4-H회원,기존 사업 수혜자,173,전라남도,제한없음,제한없음,제한없음,,,제한없음
20250117005400210329,프로그램,서구 청년정책네트워크 운영,"정책,제안부터,협치","청년 의견 표출의 장(場)인 정책 네트워크를 구성, 정책 제안부터 정책 실현까지 청년 당사자의 의견을 반영하여 민ㆍ관 협치 실현",참여권리,청년참여,"ㅇ (목적) 청년 의견 표출의 장인 정책네트워크를 구성하여 정책 제안부터 정책 실현까지 청년 당사자의 
    의견을 반영하여 민관 협치 실현
ㅇ (대상) 서구에서 거주 또는 활동하는 19~39세 청년 20명
ㅇ (주요내용) 4개 분과를 구성하여 청년정책 의제 발굴 및 제안, 청년사업 모니터링 등
ㅇ (전달체계) 직접사업
ㅇ (모집기간) 2024. 8. ~ 9.(예정)",서구,주민복지국,특정기간,특정기간,20240924,20250925,,"  ○ 대    상: 서구 거주&middot;재학&middot;재직 중이거나, 창업&middot;교육&middot;복지&middot;문화 등 다양한 
               분야에서 청년 관련 활동을 하는 19~39세* 청년

  ○ 모집/신청: 공개모집, 담당자 이메일로 신청서류 제출",,,,,,,N,19,39,제한없음,무관,,,,21,부산 서구,제한없음,제한없음,제한없음,20251201,20251231,제한없음
20250117005400210327,현금지급,청년 버스킹 활성화 사업,"품격,창작활동의,청년예술가에게"," ○ 청년예술가에게 창작활동의 장을 제공하고 지역주민에게 품격 높은 공연을 제공하여 지역 활력 제고
 ○ 거리공연 문화의 발판을 마련하여 청년 문화예술 활성화 도모
",복지문화,예술인지원,"ㅇ (목적) 청년예술가에게 창작활동의 기회 제공 및 품격 높은 청년 거리예술 공연 개최를 통한 지역활력 제고
ㅇ (대상) 전국 청년예술팀(부산 거주 팀원 비율에 따라 심사 시 가산점 부여)
ㅇ (주요내용) 사전심사를 거쳐 송도해수욕장, 구덕운동장 등 버스킹 행사 개최 지원 및 출연료 지급
ㅇ (전달체계) 직접사업",주민복지국,주민복지국,특정기간,기타,,,2025년 10월 (예정),"모집대상: 구성원의 50% 이상이 19~34세인 청년예술팀(전국 공모)
모집방법: 담당자 메일 또는 방문 접수 
    - 제출서류: 참가신청서, 예술인(단체) 소개 및 명단, 공연 및 프로그램 소개,      개인정보이용 동의서, 공연 동영상 등
    - 동영상 규격: mov, mp4, avi 등 동영상 파일 또는 링크(5분 이내 분량",,,"참가신청서, 예술인(단체) 소개 및 명단, 공연 및 프로그램 소개,  개인정보이용 동의서, 공연 동영상 등
    - 동영상 규격: mov, mp4, avi 등 동영상 파일 또는 링크(5분 이내 분량",,,,N,19,34,제한없음,무관,,구성원의 50% 이상이 19~34세인 청년예술팀(전국 공모),,216,전국,제한없음,제한없음,제한없음,20250820,20250903,제한없음
20250117005400210324,현금지급,청년 자격증 시험 응시료 지원 사업,"10만원,결제한,필기",미취업 청년 구직 활동에 대한 경제적 부담 완화 및 직업역량 개발,일자리,취업,"ㅇ 지원금: 대상 청년 1인당 자격증시험 1종 연1회 10만원 한도
  *10만원 한도에서 실제 결제한 금액 지원
  * 1종에 대하여 지원(필기, 실기 합산x)

ㅇ 지원분야: 어학능력시험, 국가기술자격시험, 국가전문자격시험, 한국사능력검정시험 
                 (국가공인민간자격증 x)
",주민복지국,주민복지국,상시,특정기간,20250701,20251231,,,,,,,,,N,19,34,제한없음,무관,,,,1209,부산 서구,제한없음,미취업자,제한없음,,,제한없음
20250117005400210315,교육,지역특화 청년 무역전문가 양성사업,"fta,변화에,지역특화",글로벌 무역환경 변화에 대응할 수 있는 역량을 갖춘 청년 무역전문인력 양성으로 무역인프라 구축 및 청년 일자리 창출,"일자리, 교육","취업,미래역량강화","FTA 및 무역 전문교육, 무역관련 자격증 및 외국어 등 인증취득 지원, 산학협력 무역현장마케팅실습 지원 등 ",제주특별자치도,제주대학교,상시,특정기간,20250101,20251231,,,,,,,,,N,19,34,제한없음,기타,미취업자 대상 ,,,158,"제주 제주시, 제주 서귀포시","인문계열, 사회계열, 상경계열, 이학계열, 공학계열, 예체능계열, 농산업계열, 기타",미취업자,대학 재학,,,제한없음
20250116005400210314,채용,2025년 부산 동구 청년 자격증 시험 응시료 지원 사업,"시험,부산,부산광역시","부산광역시 동구에서는 지역 미취업 청년들의 취업능력향상과 구직활동에 대한 경제적 부담 완화를 위하여 「2025년 부산 동구 청년 자격증 시험 응시료 지원 사업」대상자를 아래와 같이 모집하오니 많은 신청 바랍니다.
","일자리, 교육","취업,미래역량강화","1. 지원대상
  - 연령기준: 18세 ~ 39세 이하 청년(1985. 1. 1. ~ 2006. 12. 31 출생자)
  - 거주기간: 신청일 기준 부산 동구에 1년 이상 거주(주민등록) 중인 자
  - 근로이력: 신청일 현재 미취업자 및 사업자 등록사실이 없는 자 
          ※공공근로 등 정부지자체지원 일자리사업 참여자는 지원 가능
     (제외대상 : 2025년 부산광역시 청년디딤돌+카드 등 국민취업지원제도 참여자 등)  
  - 시험응시일: 2025. 1. 1. ~ 12. 16. 실시한 시험의 실제 응시자(합격 여부 무관)
 2. 지원내용: 어학, 한국사, 국가자격 시험 등 1인당 연 1회 10만 원 한도 지원          
                          ※2025 : 자동차 운전면허시험 포함
 3. 신청기간: 2025. 1. 20. ~ 12. 16.   ※예산 소진 시 종료
 4. 신청방법: 온라인 신청(동구청 홈페이지 내 신청사항 입력 및 제출서류 업로드)
",경제복지국,,특정기간,특정기간,20250120,20251216,,동구 홈페이지 내 신청사항 기재 및 증빙서류 등록,"증빙서류 심사 후 요건 충족 시 선정
매월 25일 개인별 문자, 매월 말일 개인별 계좌에 응시료 지급
- 매월 1일 ~ 15일 접수분 : 매월 말일까지 지급
- 매월 16일 ~말일 접수분 : 다음 달 말일까지 지급
(2025. 11. 16. ~12. 16. 접수분 : 대상자 선정- 2025. 12. 18, 지급 : 12. 22. 예정",https://www.bsdonggu.go.kr/index.donggu?menuCd=DOM_000000102013006000,,,,,Y,18,39,제한없음,무관,,,"2025년 부산광역시 ""청년디딤돌플러스카드"" 등 국민취업지원제도 참여자
자동차 운전면허 시험 응시자 중
- 음주운전 등의 사유로 운전면허 취소 후 재취득한 경우
- 유효기간 만료 등으로 인한 재시험의 경우",129,부산 동구,제한없음,미취업자,제한없음,20250120,20251216,제한없음
20250116005400110310,교육,청춘청렴아카데미 운영,"운영,2030,대상",청년 대상 청렴교육 프로그램 개발 및 운영,복지문화,문화활동,"1. 국공립대 등 대학협업 청렴특강
2. 2030 청렴인재 아카데미 운영
3. 공공기관 청년인턴 대상 청렴교육 실시",국민권익위원회,,상시,기타,,,연중,,,,,,,,N,19,34,제한없음,무관,,"대학생, 취업준비생, 사회초년생 등을 대상으로 함",,291,전국,제한없음,제한없음,제한없음,,,제한없음
20250116005400110308,커뮤니티,공공외교 현장 실습원,"공공외교,능력을,현장","청년들에게 해외 공공외교 현장 체험 기회를 제공하여 공공외교에 대한 이해를 제고하고 우리 청년들의 해외진출을 지원
",참여권리,청년국제교류,"전세계에 있는 대한민국 재외공관에 약 100명의 공공외교 현장실습원을 6개월간 파견, 외국 현지 근무 경험을 통해 국제 업무 능력을 증진하여 차세대 국제교류인력을 양성하고, 취업에 필요한 능력을 배양",외교부,,특정기간,기타,,,2013년~계속,별도 시스템 상 지원 접수,2025.5.19.(예정),https://mofa-hmlk.com,모집 관련 공지사항 참고,,,,N,19,34,제한없음,무관,,,,227,전국,제한없음,제한없음,제한없음,20250301,20250430,제한없음
20250115005400210306,채용,2025년 청년 희망이음 일자리 지원사업,"서귀포시,마련,미취업",서귀포시 관내 미취업 청년에게 일자리 제공을 통한 사회 진출 자립기반 마련,일자리,취업,서귀포시 관내 미취업 청년(만19세 ~ 39세)에게 공공일자리를 제공하여 사회적 진출기반 마련 및 공직분야 업무경험을 통한 진로탐색 기회 제공,서귀포시,서귀포시,특정기간,특정기간,20250201,20251130,,서귀포시청 홈페이지 채용공고 공고 확인 후 각 사업부서 방문신청,"- 2024. 12. 31. ~ 2025. 1. 7. 모집공고 및 신청, 접수
- 2025. 1. 13. ~ 17. (예정)제출서류 검토, 자격요건 확인 및 면접일정 안내
- 2025. 1. 20. ~ 24. 면접심사 진행 및 심사결과 알림
- 2025. 1. 31. 근로계약 체결
* 위 사항은 전체적인 절차이므로, 세부적인 추진절차 일정은 해당 소관부서 문의 필요.",,"(필수) 청년 희망이음 사업 신청서 1부.
(필수) 주민등록등본 1부.
(필수) 개인정보 수집, 이용, 제공 동의서 1부
(해당자) 졸업증명서(졸업예정증명서)
(해당자) 가점 대상 확인서류: 취업보호(지원)대상 증명서, 등
(해당자) 각 사업부서에서 요구하는 자격증 등(개별사업에서 요구하는 자격증 확인)",,,,N,19,39,제한없음,무관,,공고일 현재 서귀포시에 주소를 둔 미취업 청년(19세~39세),"○ 공고일 현재 국가 또는 지방자치단체에서 시행하는 재정지원 일자리사업 참여자
○ 대학(원) 재학생 및 휴학생(졸업예정자는 가능)
○ 합격통지를 받은 취업예정자(공무원, 기업 등)
○ 신청서, 개인정보 수집‧이용‧제공 동의서 등 신청 구비서류를 제출하지 않은 자
○「제주특별자치도 비공무원 공정채용에 관한 규정」제26조의 결격사유 해당자
○ 청년 희망이음 일자리사업 담당(부서장, 팀장, 담당자) 공무원(공무직 포함)의 가족",7,제주 서귀포시,기타,미취업자,"고교 졸업, 대졸 예정, 대학 졸업",20241231,20250107,제한없음
20250115005400210305,상담,2025년 청년 일자리 지원 프로그램,"진행,상담,수시","서귀포시 관내 미취업 청년층의 취업지원 및 진로탐색 기회 마련을 위한 상담, 교육 및 특가 운영",일자리,취업,"ㅇ 구인, 구직, 취업관련 전문 상담사를 배정하여 수시 상담 진행
ㅇ 취업역량 강화를 위한 취업특강 및 직업훈련 개설 및 진행
ㅇ 구직자와 기업 간 매칭활동 강화 및 사후관리",서귀포시,서귀포시,상시,특정기간,20250101,20251231,,(사)서귀포시YWCA 방문 및 홈페이지 참조,,http://www.sgpoywca.or.kr/,,,,,N,19,39,제한없음,무관,,,,204,제주 서귀포시,제한없음,미취업자,제한없음,,,제한없음
20250115005400210297,대출,빛나는 제주 청년희망 대출 이차보전,"신용등급,3등급,보전",청년층의 안정적 금융생활을 지원하고 자립기반 도모,복지문화,취약계층 및 금융지원,"1. 지원대상: 연소득 4,500만원 이하 근로소득청년(만19~39세)
2. 지원내용: 대출한도 1,000만원, 대출금리의 이자차액 보전
* (보전금리) 신용등급 1~3등급: 2.5%, 신용등급 4~9등급: 3.5%
3. 지원규모: 신용등급 1~3등급 대출지원 30억이내, 신용등급 4~9등급 대출지원 70억원이내",경제활력국,,상시,기타,,,총 대출 실행금액이 융자지원 규모액 도달 시 자동종료,,,,,,,,Y,19,39,제한없음,연소득,,"1. 재직기간 3개월 이상
2. 대출신청일 기준 제주특별자치도에 주민등록상 조수지를 두고 있으면서 신청일 이전까지 제주특별자치도에 주민등록상 주소지를 두고 있었던 기간을 모두 합산하여 총 36개월 이상
","1. 중소기업인 및 소상공인 제외
2. 타 기금사업 지원을 받고있는 경우",405,"제주 제주시, 제주 서귀포시",제한없음,제한없음,제한없음,,,기타
20250115005400110295,현금지급,청년월세 특별지원(2차),"주거급여수급자도,2026년,지급기간","□ 지원한도 : 실제 납부하는 임대료 범위 내에서 월 최대 20만원씩 24개월 동안 매월 분할 지원
* 주거급여수급자도 월세지원 한도액 20만원에서 주거급여액을 차감하고 지원
□ 지급기간 : 2024년 3월 ~ 2026년 12월",주거,전월세 및 주거급여 지원,"□ 지원한도 : 실제 납부하는 임대료 범위 내에서 월 최대 20만원씩 24개월 동안 매월 분할 지원
* 주거급여수급자도 월세지원 한도액 20만원에서 주거급여액을 차감하고 지원
□ 지급기간 : 2024년 3월 ~ 2026년 12월",서구,서구,특정기간,기타,,,신청달부터 24회 지급,"- 온라인 : 복지로 누리집(www.bokjiro.go.kr) 또는 어플리케이션을 통하여 신청
- 오프라인 : 거주지의 행정복지센터에서 방문 신청","신청은 '24년 2월 26일부터 1년 간 수시로 가능하며, 지자체에서 2월부터 소득&middot;재산 요건 검증을 거쳐 3월부터 월세 지급
- 신청자가 소득재산 조사로 손해를 보는 일이 없도록 지원금은 신청한 달로 소급하여 지급
* (지급범위) 신청한 달의 월세분부터 소급하여 지급
예) '24년 6월 신청 &rarr; '24년 8월 기준 소득&middot;재산 검증 및 대상여부 통보 &rarr; '24년 9월 첫 지급 시 6월 월세분부터 소급하여 4개월분 지급",https://www.bokjiro.go.kr,"- 월세지원 신청서
- 소득, 재산 신고서
- 임대차계약 및 최근 3개월간 월세 이체 증빙 서류
- 통장 사본, 청약통장사본
- 가족관계증명서 등
※ 복지로 누리집에서 상세 서류 확인 필요",,,,N,19,34,제한없음,기타,"청년가구 : 기준 중위소득 60% 이하이며 재산가액이 1.22억원 이하,  원가구 : 기준 중위소득 100% 이하이면서 재산가액이 4.7억원 이하","□ 지원 대상
❍ 연령조건 : 만 19~34세
- 19세~34세가 되는 해의 1월 1일부터 12월 31일까지 신청 가능
❍ 청약통장가입
❍ 주거요건 : 부모로부터 독립한 무주택 청년가구
❍ 소득, 재산요건
- 청년가구 : 기준 중위소득 60% 이하이며 재산가액이 1.22억원 이하
※ 청년가구 : 청년+배우자+직계비속+동일 주소지에 거주중인 민법 상 가족
- 원가구 : 기준 중위소득 100% 이하이면서 재산가액이 4.7억원 이하
※ 원가구 : 청년가구 + 1촌이내 직계혈족(부모)
* 다만, 30세 이상이거나 혼인 등 부모와 생계 및 주고를 달리하는 것으로 보이는 청년은 청년 본인가구의 소득·재산만 확인",,423,대구 서구,제한없음,제한없음,제한없음,20240226,20250225,제한없음
20250115005400210294,기타,청년미래플랜아카데미 ,"부합하는,니즈에,작가",청년의 니즈에 부합하는 다양한 분야의 강연을 개최하여 청년들에게 동기부여와 자기계발의 장 마련,교육,미래역량강화,"상하반기 각1회 선호도 높은 강사, 작가 등 유명인을 초청하여 청년미래플랜아카데미 개최",서구,서구,상시,기타,,,상하반기 각1회 진행(자세한 일정은 서구청 홈페이지 게시),,,,,,,,Y,19,39,제한없음,무관,,,,62,대구 서구,제한없음,제한없음,제한없음,,,제한없음
20250115005400210293,상담,청년커뮤니티활성화지원사업,"소규모,문화,방지하고",청년 관심사를 반영한 소규모 문화·교육 프로그램를 제공하여 공동의 취미생활을 통한 사회적 관계망 형성으로 청년층의 정서적 고립을 방지하고 지역 내 청년 커뮤니티를 활성화,복지문화,문화활동,"쿠킹클래스, 미술교실, 클라이밍, 향수만들기, 레진악세사리 제작 등 소규모 문화 교육 프로그램 제공",서구,서구,상시,기타,,,분기별 진행(자세한 일정은 서구청 홈페이지 게시),구글폼,,,,,http://www.dgyouth.kr/,,Y,19,39,제한없음,무관,,,,126,대구 서구,제한없음,제한없음,제한없음,,,제한없음
20250115005400210292,상담,서귀포시 스타트업베이 운영,"대상,서귀포시,창업자",서귀포시 관내 청년 (예비)창업자(20개사) 대상 기업 입주공간 제공 및 스타트업 성장단계별 엑셀러레이팅 등 지원 추진 ,일자리,창업," - 입주기업 대상 창업교육, 컨설팅, 멘토링 등 단계별&middot;맞춤형 프로그램 지원
 - 입주기업 대상 시제품 개발지원, 특허지원, 판로개척, 투자기관 네크워킹 지원
 - 예비 창업자 대상 교육 프로그램 운영 등",서귀포시,서귀포시,상시,기타,,,"매년 연말, 연초 입주기업 정기 모집, 공실 발생 시 수시 모집 추진",임주기업 모집공고 -&gt; 입주기업 최종선정 -&gt; 입주기업 입주 및 보육 -&gt; 입주기업 사업평가,"입주기업 선정심사위원회 구성 및 서류전형, 발표평가 진행 후 선정",https://startupbay.or.kr/,입주기업 모집 공고 참고,"매년 연말 정기 입주기업 모집 추진 사항이나 내부사항 등으로 모집시기 및 규모 변동 가능
(세부사항은 입주기업 모집 공고 확인 필요)",,,N,19,39,제한없음,무관,,입주기업 모집 공고 시 세부자격요건 확인 필요,입주기업 모집 공고 시 세부자격요건 확인 필요,227,제주 서귀포시,제한없음,(예비)창업자,제한없음,,,제한없음
20250115005400110285,교육,스타트업AI기술인력 양성(이어드림스쿨),"스타트업,실무,ai",청년 대상 AI 실무 교육 및 관련 스타트업 취업 연계 지원,일자리,취업,청년 대상 AI 실무 교육 및 관련 스타트업 취업 연계 지원,중소벤처기업부,,특정기간,특정기간,20250313,20251231,,,,,,,,,N,18,39,제한없음,무관,,,,107,전국,제한없음,미취업자,제한없음,20250123,20250223,제한없음
20250115005400210281,프로그램,남동구 청년참여단 운영,"middot,의견수렴으로,능동적인","청년의 소통과 참여를 확대하고 청책수요 발굴 및 청년당사자 의견수렴으로
청년의 능동적인 사회 참여 및 청년활동 지원",참여권리,청년참여,"&middot;청년의 소통과 참여를 확대하고 청책수요 발굴 및 청년당사자 의견수렴으로
&middot;청년의 능동적인 사회 참여 및 청년활동 지원
&middot;분과별 운영을 통한 회의 참석수당 지원
&middot;청년정책 워크숍 및 청년행사 지원",남동구,,상시,특정기간,20250101,20251231,,,,,,,,,N,18,39,제한없음,무관,,,,28,인천광역시,제한없음,제한없음,제한없음,,,제한없음
20250115005400210280,시설제공,남동구 청년공간 청년꿈터 운영,"청년꿈터,남동구,quot",남동구 청년의 소통공간인 &quot;청년꿈터&quot; 운영을 통한 청년 네트워크 활성화,참여권리,정책인프라구축,"․ 위치 : 남동구 은봉로297, 1602동, 지하1층
․ 주요시설 : 공유회의 및 미팅룸, 커뮤니티 시설
․ 청년꿈터 운영을 통한 프로그램 운영 및 청년 네트워킹 활성화
",남동구,,상시,특정기간,20250101,20251231,,,,,,,,,N,18,39,제한없음,무관,,,,30,인천 남동구,제한없음,제한없음,제한없음,,,제한없음
20250115005400210279,기타,청년월세 한시 지원사업,"원가구,재산,이하이면서",청년기본법」및 「인천광역시 청년 기본 조례」에 따른 청년으로 19 ~ 39세 이하인 부모님과 별도 거주하는 무주택자에게 1일 월 20만원까지 최대24개월 월세지원,주거,전월세 및 주거급여 지원,"&middot;지원대상 : 청년기본법」및 「인천광역시 청년 기본 조례」에 따른 청년으로 19 ~ 39세 이하인 부모님과 별도 거주하는 무주택자
&middot;지원조건 
- (소득기준)  원가구, 기준 중위소득 100% 이하이면서
                   청년독립가구, 기준 중위소득 60% 이하
 - (재산기준) 원가구, 재산 470백만원 이하이면서
                     청년독립가구, 재산 122백만원 이하
 - 청약통장 가입 
      * 30세 이상, 혼인, 미혼부‧모 등은 원가구 소득‧재산 미고려
&middot;지원내용 : 1인 월 20만원까지 최대24개월 월세지원",남동구,,특정기간,기타,,,2022년~2027년,,,,,,,,N,19,39,제한없음,기타,"원가구, 기준 중위소득 100% 이하이면서 청년독립가구, 기준 중위소득 60% 이하",,,165,인천 남동구,제한없음,제한없음,제한없음,20240226,20250225,제한없음
20250115005400210276,현금지급,남동형 청년재직자 내일채움공제 플러스 사업,"청년재직자,내일채움공제,middot","중소기업 사업주와 청년 근로자, 정부가 3년간 공동으로 적립한 공제금을 3년 만기 시 장기 재직한 청년 근로자에게 성과보상금 형태로 지급",일자리,재직자,"&middot; 지원대상 
  - 기업 : 제조, 건설업 영위 50인 미만 중소기업
  - 청년근로자 : 직무기여도가 높아 기업의 대표자가 장기재직이 필요하다고 지정한 근로자 (18세 이상 39세 미만)
&middot; 지원내용 : 남동형 청년재직자 내일채움공제 가입 기업에 대한 부담금 지원
&middot; 지원금액 : 가입자 1명당 7만원",남동구,인천지역본부,상시,기타,,,2024년~2028년,,,,,,,,N,18,39,제한없음,무관,,,,1594,인천 남동구,제한없음,재직자,제한없음,,,제한없음
20250115005400210275,교육,청년창업지원센터 운영,"창업,middot,청년",스타트업 청년 창업자에 대한 체계적인 지원을 통한 창업 성공 및 남동구 우수한 청년 기업 육성,일자리,창업,"&middot; 입주기업 창업공간 무상제공 및 부대시설 24시간 이용
&middot; 창업 및 취업 준비 청년을 위한 청년 멤버십 운영
 &middot; 청년 창업 프로그램(교육) 등 창업 활동 지원",남동구,,상시,기타,,,2025.1월~12월,,,,,,,,N,18,39,제한없음,무관,,,,1333,인천광역시,제한없음,(예비)창업자,제한없음,,,제한없음
20250115005400210274,상담,2025년 청년도전지원사업,"프로그램을,이미지메이킹,1상담","구직단념청년 등을 대상으로 맞춤형 프로그램을 제공하고, 청년의 구직의욕 고취, 노동시장 참여 및 취업촉진을 지원하는 사업",일자리,취업,"1:1상담, 취업역량강화 프로그램, 자신감회복 프로그램, 퍼스널컬러 및 이미지메이킹 컨설팅, 자소서 쓰기 및 이력서 쓰기등 취업에 실질적으로 도움이 되는 맞춤형 프로그램을 제공하여 취업 의지를 북돋움",고용노동부,남동구,특정기간,특정기간,20250201,20251231,,,,,,,,,Y,18,34,제한없음,무관,,,,76,인천광역시,제한없음,미취업자,제한없음,20250210,20250328,제한없음
20250115005400210273,현금지급,제주 청년 작가전 추진,"제주,거주하며,창작지원금","제주 출신 도내,외 거주 작가 및 제주에서 거주하며 6개월 이상 작품 활동을 하고 있는 19~39세 제주청년작가들의 창작활동 지원",복지문화,예술인지원,제주청년작가 창작지원금 및 전시개최 지원,문화예술진흥원,,마감,기타,,,전시 계획 수립에 따른 사업기간 확정 예정,,,,,,,,N,19,39,제한없음,무관,,제주 출신 또는 제주에서 거주하며 6개월 이상 작품 활동을 하고 있는 도외작가,과거 제주청년작가전 전시 경력자 참여 제한,36,"제주 제주시, 제주 서귀포시",제한없음,제한없음,제한없음,,,제한없음
20250115005400110272,교육,특수거래분야 소비자 보호,"불법,홍보,선제적",청년층을 대상으로 발생하는 불법 다단계 사기 범죄에 대한 홍보 및 교육을 통해 선제적 피해 예방 및 청년층 권익증진 도모,참여권리,권익보호,"불법 피라미드에 대한 경각심을 갖도록 대중교통 수단, 유튜브, SNS 등 다양한 매체를 통한 홍보 실시",공정거래위원회,,상시,기타,,,'25년 연중,,,,,,,,N,19,34,제한없음,무관,,,,156,전국,제한없음,제한없음,제한없음,,,제한없음
20250115005400110269,시설제공,디지털숲가꾸기,"산림경영활동,과거,사업을","청년 일자리를 통한 국공사유림 과거 산림경영활동(조림, 숲가꾸기 등) 데이터를 수집하고 공간정보를 구축",일자리,취업,"2025년 디지털숲가꾸기 사업을 통해 과거 국,공,사유림 산림경영활동 데이터 수집 및 공간정보 DB구축 사업을 진행함에 있어 취업준비생의 청년들을 대상으로 일자리 창출 예정
",산림청,한국임업진흥원,특정기간,특정기간,20250401,20251219,,,,,,,,,N,19,39,제한없음,무관,,,,72,전국,공학계열,미취업자,제한없음,20250401,20251130,제한없음
20250115005400210262,기타,꿈이룸 프로젝트,"대여,증명사진,재킷","광주시에 주민등록을 둔 18~39세 청년 구직자(고교졸업예정자포함) 또는 
광주시 소재 대학교에 재학(휴학)중인 취업준비생의 면접 준비 부담 해소 및 구직비용 절감을 위해 면접정장을 횟수 제한 없이 대여해주며 연간 1회에 한하여 증명사진 촬영을 지원",일자리,취업," - 면접정장 무료 대여 품목
     &middot; (남자) 재킷, 바지, 셔츠, 구두, 벨트, 넥타이
     &middot; (여자) 재킷, 스커트, 블라우스, 구두
    - 대여 기간 : 대여일로부터 3박 4일
    - 대여 횟수 : 제한 없음
 - 취업용 증명사진 무료 지원(1인당 16매 제공) : 연간 1회 지원가능",기획재정국,,상시,특정기간,20250101,20251231,,"1. 일자리통합접수시스템(잡아바어플라이)신청
2. 대상자 확인 및 고유쿠폰번호 발송
3. 사전예약
4. 방문 또는 택배로 서비스 이용",해당없음,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=3960,"① 공통서류
 - 광주시 거주자 : 주민등록 초본
 - 대학교 재(휴)학생 : 재(휴)학증명서 또는 학생증 사본
② 정장대여
 - 공통서류 + 면접증빙서류(문자,이메일 등)
   ※ 증명사진 무료촬영을 위해 정장대여를 원하는 경우, 첫 1회에  한해 고용24구직등록확인증 등록 후 이용 가능
③ 증명사진
 - 공통서류+ 고용24 구직등록확인증(구직등록번호 16자리)",,,,N,18,39,제한없음,무관,,증명사진촬영지원은 고용24에 구직등록을 한 청년으로 한정됨,,346,경기도 광주시,제한없음,"재직자, 미취업자",제한없음,,,제한없음
20250114005400210254,교육,청년예술인 창작공간 지원,"창작공간,청년예술인,gt",지역 내 유휴공간을 활용한 청년예술인 창작공간 조성 및 운영으로 청년예술인의 문화예술 창작활동 지원,복지문화,예술인지원,"○ 모집인원 : 4개팀[개인 또는 단체(2~4명) 구성]
○ 창작공간 제공(임차료 및 관리비 지원) ※ 합성동 지하상가 내 위치
○ 시민체험(교육)프로그램 운영 강사료 및 재료(예산 범위 내)
○ 윈도우갤러리 전시 및 성과전시회 개최(전시공간 제공)

 ※ 자세한 내용은 창원시청 홈페이지&gt;시정소식&gt;고시공고 게시판에서 확인
 -창원시 공고 제2025-51호 「2025년 청년예술인 창작공간 지원사업」입주예술인 공모 공고",창원시,,특정기간,기타,,,2025. 2. ~ 12.,"○ 이메일 접수 
- 메일 제목 : 청년예술인 창작공간 입주예술인 공모 - 팀명 
- 이메일(wjddk5359@korea.kr) 접수 후, 전화 확인 필수(055-225-7226) 

 ※ 자세한 내용은 창원시청 홈페이지&gt;시정소식&gt;고시공고 게시판에서 확인
 -창원시 공고 제2025-51호 「2025년 청년예술인 창작공간 지원사업」입주예술인 공모 공고",공고문 참조,,공고문 참조,,,,N,19,39,제한없음,무관,,"- 구성원중 1명이상 청년(만19세~39세)
- 구성원 중 1명 이상 주민등록상 주소지가 창원인 자 포함
- 모집분야에 해당되는 예술 창작활동을 하고 있는 자","경남 내 타 레지던시 사업 입주자, 청년예술인 창작공간 지원사업 중도포기자 ",26,경상남도 창원시,제한없음,제한없음,제한없음,20250120,20250124,제한없음
